"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10576","Registration with various data: chromium-invalid_data","tests","2026-07-17","failed","2026-07-17","TestRegistration","test_registration","",""
"","4096","Registration with various data: chromium-with_space_data","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","1359","Registration with correct data and without user agreement","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","8460","Registration with various data: chromium-max_count_and_one","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","8169","Registration with various data: chromium-hebrew_data","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","8511","Registration with various data: chromium-with_hyphen","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","11260","Registration with various data: chromium-cross_script_data","tests","2026-07-17","failed","2026-07-17","TestRegistration","test_registration","",""
"","7713","Registration with various data: chromium-empty_data","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","4703","Registration with various data: chromium-with_max_number","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","8143","Registration with various data: chromium-max_count","tests","2026-07-17","passed","2026-07-17","TestRegistration","test_registration","",""
"","6615","Registration with various data: chromium-sql_injection_data","tests","2026-07-17","failed","2026-07-17","TestRegistration","test_registration","",""
