"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1293","Registration with various data: chromium-sql_injection_data","tests","Wed Mar 05 01:44:11 GMT 2025","passed","Wed Mar 05 01:44:12 GMT 2025","TestRegistration","test_registration","",""
"","7787","Registration with various data: chromium-empty_data","tests","Wed Mar 05 01:43:54 GMT 2025","passed","Wed Mar 05 01:44:01 GMT 2025","TestRegistration","test_registration","",""
"","6420","Registration with correct data and without user agreement","tests","Wed Mar 05 01:43:56 GMT 2025","passed","Wed Mar 05 01:44:03 GMT 2025","TestRegistration","test_registration","",""
"","8404","Registration with various data: chromium-max_count_and_one","tests","Wed Mar 05 01:43:27 GMT 2025","passed","Wed Mar 05 01:43:35 GMT 2025","TestRegistration","test_registration","",""
"","8009","Registration with various data: chromium-max_count","tests","Wed Mar 05 01:43:27 GMT 2025","passed","Wed Mar 05 01:43:35 GMT 2025","TestRegistration","test_registration","",""
"","7828","Registration with various data: chromium-with_max_number","tests","Wed Mar 05 01:43:55 GMT 2025","passed","Wed Mar 05 01:44:03 GMT 2025","TestRegistration","test_registration","",""
"","7400","Registration with various data: chromium-with_hyphen","tests","Wed Mar 05 01:43:56 GMT 2025","passed","Wed Mar 05 01:44:03 GMT 2025","TestRegistration","test_registration","",""
"","7933","Registration with various data: chromium-cross_script_data","tests","Wed Mar 05 01:43:55 GMT 2025","passed","Wed Mar 05 01:44:03 GMT 2025","TestRegistration","test_registration","",""
"","5374","Registration with various data: chromium-invalid_data","tests","Wed Mar 05 01:43:29 GMT 2025","passed","Wed Mar 05 01:43:35 GMT 2025","TestRegistration","test_registration","",""
"","5167","Registration with various data: chromium-hebrew_data","tests","Wed Mar 05 01:43:29 GMT 2025","passed","Wed Mar 05 01:43:34 GMT 2025","TestRegistration","test_registration","",""
"","8232","Registration with various data: chromium-with_space_data","tests","Wed Mar 05 01:43:27 GMT 2025","passed","Wed Mar 05 01:43:35 GMT 2025","TestRegistration","test_registration","",""
