"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3521","Registration with various data: chromium-empty_data","tests","Wed Nov 12 01:55:05 UTC 2025","passed","Wed Nov 12 01:55:08 UTC 2025","TestRegistration","test_registration","",""
"","4288","Registration with correct data and without user agreement","tests","Wed Nov 12 01:54:58 UTC 2025","passed","Wed Nov 12 01:55:03 UTC 2025","TestRegistration","test_registration","",""
"","6781","Registration with various data: chromium-sql_injection_data","tests","Wed Nov 12 01:55:11 UTC 2025","failed","Wed Nov 12 01:55:18 UTC 2025","TestRegistration","test_registration","",""
"","9915","Registration with various data: chromium-invalid_data","tests","Wed Nov 12 01:54:36 UTC 2025","failed","Wed Nov 12 01:54:46 UTC 2025","TestRegistration","test_registration","",""
"","5384","Registration with various data: chromium-with_hyphen","tests","Wed Nov 12 01:54:55 UTC 2025","passed","Wed Nov 12 01:55:01 UTC 2025","TestRegistration","test_registration","",""
"","5025","Registration with various data: chromium-hebrew_data","tests","Wed Nov 12 01:54:34 UTC 2025","passed","Wed Nov 12 01:54:39 UTC 2025","TestRegistration","test_registration","",""
"","5840","Registration with various data: chromium-with_space_data","tests","Wed Nov 12 01:54:32 UTC 2025","passed","Wed Nov 12 01:54:38 UTC 2025","TestRegistration","test_registration","",""
"","4807","Registration with various data: chromium-max_count","tests","Wed Nov 12 01:54:33 UTC 2025","passed","Wed Nov 12 01:54:38 UTC 2025","TestRegistration","test_registration","",""
"","8600","Registration with various data: chromium-cross_script_data","tests","Wed Nov 12 01:55:01 UTC 2025","failed","Wed Nov 12 01:55:09 UTC 2025","TestRegistration","test_registration","",""
"","5746","Registration with various data: chromium-max_count_and_one","tests","Wed Nov 12 01:54:32 UTC 2025","passed","Wed Nov 12 01:54:37 UTC 2025","TestRegistration","test_registration","",""
"","5152","Registration with various data: chromium-with_max_number","tests","Wed Nov 12 01:54:56 UTC 2025","passed","Wed Nov 12 01:55:02 UTC 2025","TestRegistration","test_registration","",""
