"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4823","Registration with various data: chromium-with_hyphen","tests","Sun Oct 26 01:56:09 UTC 2025","passed","Sun Oct 26 01:56:14 UTC 2025","TestRegistration","test_registration","",""
"","4947","Registration with various data: chromium-with_space_data","tests","Sun Oct 26 01:55:46 UTC 2025","passed","Sun Oct 26 01:55:51 UTC 2025","TestRegistration","test_registration","",""
"","3210","Registration with various data: chromium-with_max_number","tests","Sun Oct 26 01:56:14 UTC 2025","passed","Sun Oct 26 01:56:17 UTC 2025","TestRegistration","test_registration","",""
"","10380","Registration with various data: chromium-invalid_data","tests","Sun Oct 26 01:55:45 UTC 2025","failed","Sun Oct 26 01:55:55 UTC 2025","TestRegistration","test_registration","",""
"","5379","Registration with various data: chromium-hebrew_data","tests","Sun Oct 26 01:55:44 UTC 2025","passed","Sun Oct 26 01:55:50 UTC 2025","TestRegistration","test_registration","",""
"","3812","Registration with correct data and without user agreement","tests","Sun Oct 26 01:56:09 UTC 2025","passed","Sun Oct 26 01:56:13 UTC 2025","TestRegistration","test_registration","",""
"","2209","Registration with various data: chromium-empty_data","tests","Sun Oct 26 01:56:17 UTC 2025","passed","Sun Oct 26 01:56:19 UTC 2025","TestRegistration","test_registration","",""
"","6396","Registration with various data: chromium-max_count_and_one","tests","Sun Oct 26 01:55:44 UTC 2025","passed","Sun Oct 26 01:55:50 UTC 2025","TestRegistration","test_registration","",""
"","7152","Registration with various data: chromium-sql_injection_data","tests","Sun Oct 26 01:56:27 UTC 2025","failed","Sun Oct 26 01:56:34 UTC 2025","TestRegistration","test_registration","",""
"","5477","Registration with various data: chromium-max_count","tests","Sun Oct 26 01:55:44 UTC 2025","passed","Sun Oct 26 01:55:50 UTC 2025","TestRegistration","test_registration","",""
"","9696","Registration with various data: chromium-cross_script_data","tests","Sun Oct 26 01:56:10 UTC 2025","failed","Sun Oct 26 01:56:19 UTC 2025","TestRegistration","test_registration","",""
