"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5510","Registration with various data: chromium-cross_script_data","tests","Fri Mar 21 01:47:06 GMT 2025","passed","Fri Mar 21 01:47:11 GMT 2025","TestRegistration","test_registration","",""
"","1360","Registration with various data: chromium-sql_injection_data","tests","Fri Mar 21 01:47:21 GMT 2025","passed","Fri Mar 21 01:47:22 GMT 2025","TestRegistration","test_registration","",""
"","4084","Registration with correct data and without user agreement","tests","Fri Mar 21 01:47:10 GMT 2025","passed","Fri Mar 21 01:47:14 GMT 2025","TestRegistration","test_registration","",""
"","7441","Registration with various data: chromium-with_space_data","tests","Fri Mar 21 01:46:41 GMT 2025","passed","Fri Mar 21 01:46:48 GMT 2025","TestRegistration","test_registration","",""
"","5837","Registration with various data: chromium-empty_data","tests","Fri Mar 21 01:47:09 GMT 2025","passed","Fri Mar 21 01:47:15 GMT 2025","TestRegistration","test_registration","",""
"","6974","Registration with various data: chromium-max_count_and_one","tests","Fri Mar 21 01:46:42 GMT 2025","passed","Fri Mar 21 01:46:49 GMT 2025","TestRegistration","test_registration","",""
"","4996","Registration with various data: chromium-with_hyphen","tests","Fri Mar 21 01:47:11 GMT 2025","passed","Fri Mar 21 01:47:16 GMT 2025","TestRegistration","test_registration","",""
"","6459","Registration with various data: chromium-max_count","tests","Fri Mar 21 01:46:41 GMT 2025","passed","Fri Mar 21 01:46:47 GMT 2025","TestRegistration","test_registration","",""
"","6339","Registration with various data: chromium-hebrew_data","tests","Fri Mar 21 01:46:41 GMT 2025","passed","Fri Mar 21 01:46:47 GMT 2025","TestRegistration","test_registration","",""
"","5370","Registration with various data: chromium-with_max_number","tests","Fri Mar 21 01:47:07 GMT 2025","passed","Fri Mar 21 01:47:12 GMT 2025","TestRegistration","test_registration","",""
"","7784","Registration with various data: chromium-invalid_data","tests","Fri Mar 21 01:46:41 GMT 2025","passed","Fri Mar 21 01:46:49 GMT 2025","TestRegistration","test_registration","",""
