"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_registration_with_various_data[chromium-with_space_data]","tests","2026-06-01","broken","2026-06-01","TestRegistration","test_registration","",""
"","5547","Registration with various data: chromium-max_count","tests","2026-06-01","passed","2026-06-01","TestRegistration","test_registration","",""
"","10399","Registration with various data: chromium-invalid_data","tests","2026-06-01","failed","2026-06-01","TestRegistration","test_registration","",""
"","4580","Registration with various data: chromium-hebrew_data","tests","2026-06-01","passed","2026-06-01","TestRegistration","test_registration","",""
"","3327","Registration with various data: chromium-with_max_number","tests","2026-06-01","passed","2026-06-01","TestRegistration","test_registration","",""
"","4940","Registration with various data: chromium-with_hyphen","tests","2026-06-01","passed","2026-06-01","TestRegistration","test_registration","",""
"","9779","Registration with various data: chromium-cross_script_data","tests","2026-06-01","failed","2026-06-01","TestRegistration","test_registration","",""
"","1664","Registration with various data: chromium-empty_data","tests","2026-06-01","passed","2026-06-01","TestRegistration","test_registration","",""
"","7890","Registration with various data: chromium-sql_injection_data","tests","2026-06-01","failed","2026-06-01","TestRegistration","test_registration","",""
"","5134","Registration with various data: chromium-max_count_and_one","tests","2026-06-01","passed","2026-06-01","TestRegistration","test_registration","",""
"","0","Registration with correct data and without user agreement","tests","2026-06-01","broken","2026-06-01","TestRegistration","test_registration","",""
